职位名称,公司ID,公司名称,公司规模,职位领域,工作经验,工作地点,工资水平,学历,工作性质,公司标签,职位优势
linux运维工程师,338919,大众通信,150-500人,"移动互联网,消费生活",5-10年,深圳,10k-15k,大专,全职,[],技能提升奖金+……+周末双休
linux C/C++开发工程师,13195,齐治科技,150-500人,信息安全,3-5年,杭州,20k-30k,本科,全职,"['定期体检', '弹性工作', '年度境外游', '带薪年假']",中国电子注资 现金流稳定 扁平化管理
linux运维工程师,83672,Nautilus 诺德士,15-50人,金融,1-3年,深圳,10k-20k,本科,全职,"['技能培训', '带薪年假', '年度旅游', '扁平管理']",核心团队、福利待遇好、发展前景大
Software Engineer- Linux,119612,上海兆芯,500-2000人,其他,1-3年,北京,20k-30k,硕士,全职,[],平台好
Linux内核研发高级工程师-安全方向,62,字节跳动,2000人以上,文娱丨内容,3-5年,北京,30k-60k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']",休闲下午茶
Linux内核研发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,上海,30k-60k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","六险一金,弹性工作,免费三餐,租房补贴"
linux运维工程师,124652,微创软件,2000人以上,"企业服务,移动互联网",不限,上海,10k-17k,本科,全职,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",领导好，同事好，上升快，发展好，环境好
Linux C++资深流媒体服务端开发（网易云信）,329,网易,2000人以上,电商,5-10年,杭州,20k-40k,本科,全职,"['节日礼物', '技能培训', '免费班车', '带薪年假']",技术导向 大用户产品
Linux C/C++开发工程师 (MJ001381),182070,深信服科技集团,2000人以上,"信息安全,企业服务",1-3年,深圳,15k-30k,本科,全职,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']",上市公司、成长快、发展好、五险一金
Linux C/C++ 后台研发工程师/高级研发工程师,520,小米集团,2000人以上,硬件,3-5年,北京,25k-50k,本科,全职,"['快速成长', '免费班车', '扁平管理', '技能培训']",六险一金 双休不打卡 弹性工作制 晋升
Linux/windows驱动开发工程师,35630,青藤云安全,150-500人,数据服务,3-5年,武汉,18k-35k,本科,全职,"['五险一金', '年底双薪', '带薪年假', '扁平管理']",极客氛围、期权、项目奖金、年终奖、带薪年假
Linux内核工程师(虚似化，存储，网络）,24988,EasyStack,150-500人,数据服务,3-5年,成都,15k-30k,本科,全职,"['股票期权', '五险一金', '弹性工作', '节日礼物']",可远程，大牛多，扁平化，氛围好
linux c/c++开发工程师,182070,深信服科技集团,2000人以上,"信息安全,企业服务",不限,深圳,15k-30k,本科,全职,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']",免费三餐、14薪、假期丰富、团队年轻、核心部门
Linux驱动开发工程师,35630,青藤云安全,150-500人,数据服务,3-5年,武汉,15k-30k,本科,全职,"['五险一金', '年底双薪', '带薪年假', '扁平管理']",技术导向，极客精神，扁平化管理，弹性工时
Linux内核（驱动）开发-小米电视,520,小米集团,2000人以上,硬件,3-5年,北京,15k-30k,本科,全职,"['快速成长', '免费班车', '扁平管理', '技能培训']",发展空间
Linux内核开发工程师,44943,腾达,2000人以上,"移动互联网,消费生活",3-5年,成都,20k-25k,本科,全职,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",弹性工作
Linux内核开发工程师,44943,腾达,2000人以上,"移动互联网,消费生活",不限,成都,12k-20k,本科,全职,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",弹性工作
CSIG_linux c/c++后台开发岗位,451,腾讯,2000人以上,社交,3-5年,深圳,25k-50k,本科,全职,"['免费班车', '成长空间', '年度旅游', '岗位晋升']","高并发服务端开发,发展前景好"
车联网平台Linux应用框架高级开发工程师,451,腾讯,2000人以上,社交,3-5年,深圳,20k-30k,本科,全职,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",大平台
Linux系统开发工程师-2020YF02,33637,信大捷安,500-2000人,"移动互联网,信息安全",3-5年,郑州,12k-18k,本科,全职,"['节日礼物', '高薪', '靠谱', '有前途']",公司平台好 发展空间大
Linux开发工程师,117939606,东云睿连,15-50人,"人工智能,软件开发",1-3年,武汉,8k-15k,本科,全职,"['带薪年假', '年底双薪', '扁平管理', '技能培训']",五险一金 年终奖金 弹性工作
Linux C/C++开发工程师,33637,信大捷安,500-2000人,"移动互联网,信息安全",3-5年,西安,12k-18k,本科,全职,"['节日礼物', '高薪', '靠谱', '有前途']","薪酬福利好,六险一金,带薪年假,多项补助"
高级LINUX驱动开发,129945,有为信息,500-2000人,"移动互联网,硬件",不限,深圳,15k-30k,本科,全职,"['年底双薪', '带薪年假', '午餐补助', '节日礼物']",福利待遇好，团队氛围好
嵌入式软件开发C++（Linux应用）,23687,格灵深瞳,150-500人,"企业服务,数据服务",3-5年,北京,15k-30k,本科,全职,"['技能培训', '节日礼物', '玩乐项目多', '岗位晋升']",人工智能 独角兽 公司环境好 福利待遇高
嵌入式软件开发(Linux|单片机|DLC|DSP…),265302,右岸物联 - 感知世界,少于15人,"移动互联网,硬件",3-5年,广州,12k-15k,本科,全职,"['绩效奖金', '午餐补助', '年轻创业团队']",拥有过10万设备接入物联网平台服务商
linux开发工程师,125922,广东紫晶,150-500人,"数据服务,其他",3-5年,广州,11k-16k,本科,全职,"['五险一金', '工龄工资', '上市公司']",上市公司&amp;五险一金&amp;周末双休
LINUX研发工程师,171591,天津麒麟,150-500人,"移动互联网,信息安全",在校/应届,长沙,7k-10k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",团队实力强
Linux内核安全工程师,436,360,2000人以上,信息安全,3-5年,北京,20k-30k,不限,全职,"['专项奖金', '年底双薪']",环境好、沟通氛围好、年终奖、免费三餐
技术支持工程师 Linux,15977,卓视智通,15-50人,"企业服务,信息安全",在校/应届,北京,4k-7k,大专,全职,"['股票期权', '年底双薪', '年终分红', '绩效奖金']",前景好 氛围nice
linux驱动开发工程师,122323166,通铭信息,50-150人,"通讯电子,软件开发",1-3年,上海,15k-25k,本科,全职,[],企业氛围好
linux系统实施工程师,152532,中科智加,50-150人,"移动互联网,数据服务",1-3年,重庆,6k-12k,本科,全职,[],深入接触业界最前沿人工智能核心技术
linux系统实施工程师,152532,中科智加,50-150人,"移动互联网,数据服务",3-5年,北京,8k-15k,本科,全职,[],深入接触业界最前沿人工智能核心技术
android/Linux 软件工程师,77085,彩迅,2000人以上,"硬件,其他",1-3年,深圳,15k-30k,本科,全职,"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",软件技术团队源自MTK TV芯片原厂
嵌入式Linux开发,143423,小燕科技,15-50人,"硬件,移动互联网",1-3年,上海,10K-15K,本科,全职,"['股票期权', '年底双薪', '弹性工作', '扁平管理']",极客氛围
linux驱动开发工程师,120920313,伟思医疗,500-2000人,"医疗丨健康,人工智能",5-10年,南京,20k-25k,本科,全职,[],上市公司 周末双休 弹性上班
Linux应用工程师-硬件中心-合肥,21980,科大讯飞,2000人以上,"移动互联网,数据服务",3-5年,合肥,15k-20k,本科,全职,"['绩效奖金', '股票期权', '专项奖金', '年底双薪']",五险一金 节日福利
linux c/c++开发工程师,22862,上海中软华腾软件系统有限公司,2000人以上,"企业服务,金融",1-3年,武汉,8k-11k,大专,全职,"['绩效奖金', '带薪年假', '定期体检', '管理规范']",周末双休，加班调休，五险一金
linux驱动工程师,88558,中科创达,2000人以上,移动互联网,3-5年,西安,16k-25k,本科,全职,"['节日礼物', '年底双薪', '带薪年假', '年度旅游']",六险一金 餐补 交补 结婚礼金 弹性工作时间
linux软件工程师(高级),62477,零壹互联,150-500人,"移动互联网,消费生活",3-5年,深圳,20k-30k,本科,全职,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",工作环境优美，氛围活跃，发展空间大
linux软件工程师(中级),62477,零壹互联,150-500人,"移动互联网,消费生活",1-3年,深圳,12k-20k,本科,全职,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",工作环境优美，氛围活跃，发展空间大
技术支持（嵌入Linux方向）,34315,涂鸦智能,500-2000人,"移动互联网,硬件",3-5年,杭州,10k-20k,本科,全职,"['5星办公环境', '年底奖金', '团队牛B', '五险一金']",发展前景好，福利待遇好
linux运维工程师,48188,普强信息,150-500人,数据服务,3-5年,北京,12k-15k,本科,全职,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",年底双薪、弹性工作制、免费班车
安全中心 - Linux C语言高级开发工程师,1537,搜狗,2000人以上,工具,5-10年,北京,25k-35k,本科,全职,"['岗位晋升', '扁平管理', '管理规范', '精英团队']",科技行业 技术氛围浓厚
linux运维工程师,315494,钱宝科技,150-500人,金融,5-10年,上海,12k-18k,本科,全职,[],福利好 有晋升空间
Linux C++开发工程师,241509,扬程互联,150-500人,"移动互联网,电商",5-10年,深圳,15k-25k,大专,全职,"['年底双薪', '绩效奖金', '年终分红', '带薪年假']",研发中心核心岗位
Linux开发工程师 (MJ006682),113856,作业帮,2000人以上,工具,5-10年,北京,30k-50k,本科,全职,"['免费三餐', '技术氛围浓厚', '定期体检', '新鲜水果']",发展好，空间大
SX9119-Linux内核研发工程师,30830,哔哩哔哩,2000人以上,"移动互联网,文娱丨内容",3-5年,上海,20k-40k,本科,全职,"['带薪年假', '绩效奖金', '交通补助', '午餐补助']","上市公司,五险一金"
Linux系统研发工程师,5854,中科方德软件有限公司,500-2000人,"移动互联网,企业服务",1-3年,北京,15k-30k,本科,全职,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",发展前景好
linux内核开发工程师,534,京东数字科技,2000人以上,金融,5-10年,杭州,45k-70k,本科,全职,"['供应链金融', '消费金融', '众筹业务', '支付业务']",大平台 福利好
linux运维工程师,221488,旺旺集团,2000人以上,"电商,移动互联网",1-3年,上海,8k-12k,不限,全职,[],上市公司 五险一金 年底双薪 领导团队好
嵌入式linux开发工程师,734602,上海中电,150-500人,移动互联网 生活服务,1-3年,杭州,10k-15k,本科,全职,[],嵌入式软件 Linux
软件开发工程师(Linux C++),6462,安恒信息,500-2000人,"信息安全,数据服务",5-10年,杭州,20k-30k,本科,全职,"['年终分红', '股票期权', '绩效奖金', '五险一金']",五险一金
Linux内核研发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,上海,20k-40k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","五险一金,股票期权,弹性工作"
Linux内核高级研发工程师,62,字节跳动,2000人以上,文娱丨内容,3-5年,上海,30k-50k,本科,全职,"['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","五险一金,股票期权,免费三餐,租房补贴"
资深linux系统开发工程师,35630,青藤云安全,150-500人,数据服务,5-10年,武汉,20k-40k,本科,全职,"['五险一金', '年底双薪', '带薪年假', '扁平管理']",技术导向，极客精神，扁平化管理，弹性工时
Linux系统安全工程师,520,小米集团,2000人以上,硬件,5-10年,北京,25k-50k,本科,全职,"['快速成长', '免费班车', '扁平管理', '技能培训']",大平台，氛围好，福利佳
Linux稳定性工程师,520,小米集团,2000人以上,硬件,1-3年,北京,15k-30k,本科,全职,"['快速成长', '免费班车', '扁平管理', '技能培训']","优秀团队,技术浓厚,有竞争力的薪酬"
Linux开发工程师,182070,深信服科技集团,2000人以上,"信息安全,企业服务",1-3年,长沙,15K-25K,本科,全职,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']","最前沿技术,最佳平台,福利待遇好"
Linux C++后台开发,117451214,沃思信息,50-150人,软件开发,1-3年,深圳,12k-17k,不限,全职,"['带薪年假', '定期体检', '节日礼物', '扁平管理']",公司高速发展期，岗位晋升发展空间大
linux C/C++后台研发工程师,117451214,沃思信息,50-150人,软件开发,1-3年,深圳,9k-15k,本科,全职,"['带薪年假', '定期体检', '节日礼物', '扁平管理']",公司高速发展期，岗位晋升发展空间大
Linux bsp开发工程师（网关及IPC方向）,34315,涂鸦智能,500-2000人,"移动互联网,硬件",3-5年,杭州,15k-30k,本科,全职,"['5星办公环境', '年底奖金', '团队牛B', '五险一金']",linux bsp 嵌入式 IPC
linux软件开发工程师,19875,vivo,2000人以上,硬件,3-5年,深圳,25k-50k,本科,全职,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",福利待遇、发展潜力
高级Linux应用开发工程师,88558,中科创达,2000人以上,移动互联网,5-10年,西安,15k-25k,本科,全职,"['节日礼物', '年底双薪', '带薪年假', '年度旅游']",五险一金，双休，年终奖，餐补交通补
Linux C/C++开发工程师,182070,深信服科技集团,2000人以上,"信息安全,企业服务",1-3年,深圳,18k-28k,本科,全职,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']",上市公司，成长快、发展好，五险一金
linux嵌入式开发工程师,34315,涂鸦智能,500-2000人,"移动互联网,硬件",3-5年,杭州,10k-20k,本科,全职,"['5星办公环境', '年底奖金', '团队牛B', '五险一金']",福利好、定期团建、环境氛围好
linux 运维,120658412,领星,150-500人,"电商,企业服务",1-3年,深圳,12k-18k,本科,全职,"['五险一金', '年终奖', '股票期权', '定期体检']",发展前景好，团队实力强，福利待遇好
